"Povpreène meseène bruto plaèe (EUR) po statistiènih regijah prebivališèa, starostnih skupinah in spolu, Slovenija, letno"

"STATISTIÈNA REGIJA";"STAROST";"SPOL";"MERITVE";"LETO";Povpreène meseène bruto plaèe (EUR)
"Koroška";"25-34 let";"Ženske";"Povpreèje";"2017";1267
"Koroška";"25-34 let";"Ženske";"Povpreèje";"2018";1322
"Koroška";"25-34 let";"Ženske";"Povpreèje";"2019";1392
"Koroška";"35-44 let";"Moški";"Povpreèje";"2008";1395
"Koroška";"35-44 let";"Moški";"Povpreèje";"2009";1398
"Koroška";"35-44 let";"Moški";"Povpreèje";"2010";1465
"Koroška";"35-44 let";"Moški";"Povpreèje";"2011";1536
"Koroška";"35-44 let";"Moški";"Povpreèje";"2012";1540
"Koroška";"35-44 let";"Moški";"Povpreèje";"2013";1547
"Koroška";"35-44 let";"Moški";"Povpreèje";"2014";1584
"Koroška";"35-44 let";"Moški";"Povpreèje";"2015";1622
"Koroška";"35-44 let";"Moški";"Povpreèje";"2016";1659
"Koroška";"35-44 let";"Moški";"Povpreèje";"2017";1732
"Koroška";"35-44 let";"Moški";"Povpreèje";"2018";1809
"Koroška";"35-44 let";"Moški";"Povpreèje";"2019";1849
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2008";1232
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2009";1290
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2010";1407
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2011";1437
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2012";1424
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2013";1435
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2014";1443
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2015";1455
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2016";1480
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2017";1512
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2018";1547
"Koroška";"35-44 let";"Ženske";"Povpreèje";"2019";1608
"Koroška";"45-54 let";"Moški";"Povpreèje";"2008";1466
"Koroška";"45-54 let";"Moški";"Povpreèje";"2009";1453
"Koroška";"45-54 let";"Moški";"Povpreèje";"2010";1535
"Koroška";"45-54 let";"Moški";"Povpreèje";"2011";1582
"Koroška";"45-54 let";"Moški";"Povpreèje";"2012";1614
"Koroška";"45-54 let";"Moški";"Povpreèje";"2013";1615
"Koroška";"45-54 let";"Moški";"Povpreèje";"2014";1666
"Koroška";"45-54 let";"Moški";"Povpreèje";"2015";1702
"Koroška";"45-54 let";"Moški";"Povpreèje";"2016";1754
"Koroška";"45-54 let";"Moški";"Povpreèje";"2017";1798
"Koroška";"45-54 let";"Moški";"Povpreèje";"2018";1870
"Koroška";"45-54 let";"Moški";"Povpreèje";"2019";1944
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2008";1359
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2009";1433
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2010";1512
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2011";1523
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2012";1541
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2013";1522
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2014";1551
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2015";1553
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2016";1574
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2017";1621
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2018";1654
"Koroška";"45-54 let";"Ženske";"Povpreèje";"2019";1720
"Koroška";"55-64 let";"Moški";"Povpreèje";"2008";1687
"Koroška";"55-64 let";"Moški";"Povpreèje";"2009";1707
"Koroška";"55-64 let";"Moški";"Povpreèje";"2010";1757
"Koroška";"55-64 let";"Moški";"Povpreèje";"2011";1786
"Koroška";"55-64 let";"Moški";"Povpreèje";"2012";1813
"Koroška";"55-64 let";"Moški";"Povpreèje";"2013";1816
"Koroška";"55-64 let";"Moški";"Povpreèje";"2014";1814
"Koroška";"55-64 let";"Moški";"Povpreèje";"2015";1857
"Koroška";"55-64 let";"Moški";"Povpreèje";"2016";1897
"Koroška";"55-64 let";"Moški";"Povpreèje";"2017";1925
"Koroška";"55-64 let";"Moški";"Povpreèje";"2018";1956
"Koroška";"55-64 let";"Moški";"Povpreèje";"2019";2009
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2008";1722
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2009";1829
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2010";1937
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2011";1918
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2012";1949
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2013";1859
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2014";1818
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2015";1823
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2016";1811
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2017";1830
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2018";1840
"Koroška";"55-64 let";"Ženske";"Povpreèje";"2019";1914
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2008";3575
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2009";4018
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2010";z
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2011";3768
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2012";3753
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2013";3651
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2014";4235
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2015";z
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2016";z
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2017";3692
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2018";3813
"Koroška";"65 let ali veè";"Moški";"Povpreèje";"2019";3503
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2008";z
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2009";z
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2010";z
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2011";z
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2012";z
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2013";z
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2014";z
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2015";z
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2016";z
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2017";3438
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2018";3540
"Koroška";"65 let ali veè";"Ženske";"Povpreèje";"2019";3674
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2008";1372
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2009";1381
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2010";1464
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2011";1512
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2012";1540
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2013";1543
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2014";1587
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2015";1602
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2016";1625
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2017";1675
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2018";1734
"Savinjska";"15-64 let";"Moški";"Povpreèje";"2019";1783
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2008";1250
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2009";1314
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2010";1373
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2011";1409
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2012";1425
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2013";1427
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2014";1462
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2015";1476
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2016";1509
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2017";1539
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2018";1577
"Savinjska";"15-64 let";"Ženske";"Povpreèje";"2019";1648
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2008";891
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2009";884
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2010";969
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2011";1037
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2012";1081
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2013";1094
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2014";1122
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2015";1130
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2016";1122
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2017";1168
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2018";1256
"Savinjska";"15-24 let";"Moški";"Povpreèje";"2019";1286
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2008";838
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2009";874
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2010";944
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2011";994
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2012";1019
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2013";992
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2014";995
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2015";952
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2016";993
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2017";1016
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2018";1063
"Savinjska";"15-24 let";"Ženske";"Povpreèje";"2019";1114
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2008";1220
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2009";1224
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2010";1297
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2011";1329
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2012";1339
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2013";1330
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2014";1362
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2015";1372
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2016";1388
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2017";1435
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2018";1502
"Savinjska";"25-34 let";"Moški";"Povpreèje";"2019";1557
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2008";1121
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2009";1174
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2010";1217
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2011";1248
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2012";1258
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2013";1254
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2014";1270
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2015";1276
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2016";1293
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2017";1306
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2018";1342
"Savinjska";"25-34 let";"Ženske";"Povpreèje";"2019";1391
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2008";1402
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2009";1416
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2010";1494
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2011";1548
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2012";1585
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2013";1579
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2014";1629
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2015";1644
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2016";1663
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2017";1708
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2018";1774
"Savinjska";"35-44 let";"Moški";"Povpreèje";"2019";1825
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2008";1240
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2009";1299
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2010";1363
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2011";1401
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2012";1420
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2013";1427
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2014";1464
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2015";1479
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2016";1517
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2017";1547
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2018";1588
"Savinjska";"35-44 let";"Ženske";"Povpreèje";"2019";1664
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2008";1486
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2009";1504
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2010";1578
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2011";1612
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2012";1651
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2013";1651
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2014";1690
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2015";1696
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2016";1724
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2017";1782
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2018";1835
"Savinjska";"45-54 let";"Moški";"Povpreèje";"2019";1894
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2008";1324
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2009";1391
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2010";1443
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2011";1463
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2012";1475
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2013";1465
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2014";1498
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2015";1499
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2016";1530
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2017";1573
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2018";1612
"Savinjska";"45-54 let";"Ženske";"Povpreèje";"2019";1687
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2008";1678
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2009";1651
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2010";1776
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2011";1822
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2012";1819
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2013";1808
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2014";1823
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2015";1848
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2016";1858
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2017";1893
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2018";1929
"Savinjska";"55-64 let";"Moški";"Povpreèje";"2019";1966
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2008";1695
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2009";1766
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2010";1860
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2011";1826
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2012";1823
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2013";1742
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2014";1713
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2015";1718
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2016";1725
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2017";1736
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2018";1769
"Savinjska";"55-64 let";"Ženske";"Povpreèje";"2019";1834
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2008";3668
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2009";3713
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2010";3901
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2011";3863
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2012";3741
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2013";3941
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2014";3513
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2015";3361
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2016";3177
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2017";2816
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2018";3220
"Savinjska";"65 let ali veè";"Moški";"Povpreèje";"2019";2877
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2008";z
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2009";z
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2010";z
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2011";z
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2012";z
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2013";3691
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2014";3329
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2015";2997
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2016";3237
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2017";2942
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2018";2622
"Savinjska";"65 let ali veè";"Ženske";"Povpreèje";"2019";3265
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2008";1402
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2009";1421
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2010";1483
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2011";1539
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2012";1541
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2013";1539
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2014";1569
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2015";z
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2016";z
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2017";z
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2018";z
"Zasavska";"15-64 let";"Moški";"Povpreèje";"2019";z
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2008";1251
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2009";1334
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2010";1389
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2011";1421
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2012";1432
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2013";1436
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2014";1464
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2015";z
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2016";z
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2017";z
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2018";z
"Zasavska";"15-64 let";"Ženske";"Povpreèje";"2019";z
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2008";900
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2009";902
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2010";986
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2011";1040
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2012";1020
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2013";1050
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2014";1041
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2015";z
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2016";z
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2017";z
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2018";z
"Zasavska";"15-24 let";"Moški";"Povpreèje";"2019";1276
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2008";843
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2009";870
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2010";911
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2011";960
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2012";997
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2013";1041
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2014";982
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2015";z
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2016";z
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2017";z
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2018";z
"Zasavska";"15-24 let";"Ženske";"Povpreèje";"2019";1182
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2008";1243
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2009";1264
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2010";1302
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2011";1319
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2012";1321
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2013";1330
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2014";1370
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2015";1367
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2016";1403
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2017";1452
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2018";1524
"Zasavska";"25-34 let";"Moški";"Povpreèje";"2019";1565
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2008";1176
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2009";1224
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2010";1277
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2011";1272
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2012";1267
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2013";1263
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2014";1281
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2015";1289
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2016";1289
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2017";1302
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2018";1346
"Zasavska";"25-34 let";"Ženske";"Povpreèje";"2019";1410
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2008";1484
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2009";1504
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2010";1556
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2011";1627
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2012";1620
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2013";1601
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2014";1631
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2015";1633
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2016";1642
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2017";1696
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2018";1777
"Zasavska";"35-44 let";"Moški";"Povpreèje";"2019";1833
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2008";1227
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2009";1300
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2010";1381
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2011";1425
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2012";1454
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2013";1463
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2014";1490
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2015";1506
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2016";1550
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2017";1567
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2018";1620
"Zasavska";"35-44 let";"Ženske";"Povpreèje";"2019";1706
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2008";1495
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2009";1514
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2010";1591
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2011";1629
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2012";1617
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2013";1596
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2014";1615
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2015";1629
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2016";1680
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2017";1739
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2018";1777
"Zasavska";"45-54 let";"Moški";"Povpreèje";"2019";z
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2008";1296
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2009";1399
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2010";1435
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2011";1462
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2012";1448
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2013";1438
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2014";1463
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2015";1492
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2016";1535
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2017";1572
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2018";1622
"Zasavska";"45-54 let";"Ženske";"Povpreèje";"2019";z
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2008";1589
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2009";1638
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2010";1748
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2011";1825
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2012";1884
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2013";1867
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2014";1816
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2015";1731
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2016";1771
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2017";1780
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2018";1834
"Zasavska";"55-64 let";"Moški";"Povpreèje";"2019";1933
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2008";1738
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2009";1797
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2010";1768
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2011";1795
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2012";1840
