"Povpreène meseène bruto plaèe (EUR) po skupinah poklicev (SKP-08) in spolu, Slovenija, letno"

"POKLIC";"SPOL";"MERITVE";"LETO";Povpreène meseène bruto plaèe (EUR, SKP-08)
"14 Menedžerji v gostinstvu, trgovini in drugih storitvah";"Ženske";"Povpreèje";"2012";1999
"14 Menedžerji v gostinstvu, trgovini in drugih storitvah";"Ženske";"Povpreèje";"2013";1935
"14 Menedžerji v gostinstvu, trgovini in drugih storitvah";"Ženske";"Povpreèje";"2014";1902
"14 Menedžerji v gostinstvu, trgovini in drugih storitvah";"Ženske";"Povpreèje";"2015";1873
"14 Menedžerji v gostinstvu, trgovini in drugih storitvah";"Ženske";"Povpreèje";"2016";1872
"14 Menedžerji v gostinstvu, trgovini in drugih storitvah";"Ženske";"Povpreèje";"2017";1871
"14 Menedžerji v gostinstvu, trgovini in drugih storitvah";"Ženske";"Povpreèje";"2018";1900
"14 Menedžerji v gostinstvu, trgovini in drugih storitvah";"Ženske";"Povpreèje";"2019";1981
"141 Menedžerji/menedžerke v gostinstvu";"Moški";"Povpreèje";"2011";-
"141 Menedžerji/menedžerke v gostinstvu";"Moški";"Povpreèje";"2012";-
"141 Menedžerji/menedžerke v gostinstvu";"Moški";"Povpreèje";"2013";-
"141 Menedžerji/menedžerke v gostinstvu";"Moški";"Povpreèje";"2014";-
"141 Menedžerji/menedžerke v gostinstvu";"Moški";"Povpreèje";"2015";-
"141 Menedžerji/menedžerke v gostinstvu";"Moški";"Povpreèje";"2016";-
"141 Menedžerji/menedžerke v gostinstvu";"Moški";"Povpreèje";"2017";-
"141 Menedžerji/menedžerke v gostinstvu";"Moški";"Povpreèje";"2018";-
"141 Menedžerji/menedžerke v gostinstvu";"Moški";"Povpreèje";"2019";1689
"141 Menedžerji/menedžerke v gostinstvu";"Ženske";"Povpreèje";"2011";-
"141 Menedžerji/menedžerke v gostinstvu";"Ženske";"Povpreèje";"2012";-
"141 Menedžerji/menedžerke v gostinstvu";"Ženske";"Povpreèje";"2013";-
"141 Menedžerji/menedžerke v gostinstvu";"Ženske";"Povpreèje";"2014";-
"141 Menedžerji/menedžerke v gostinstvu";"Ženske";"Povpreèje";"2015";-
"141 Menedžerji/menedžerke v gostinstvu";"Ženske";"Povpreèje";"2016";-
"141 Menedžerji/menedžerke v gostinstvu";"Ženske";"Povpreèje";"2017";-
"141 Menedžerji/menedžerke v gostinstvu";"Ženske";"Povpreèje";"2018";-
"141 Menedžerji/menedžerke v gostinstvu";"Ženske";"Povpreèje";"2019";1586
"1411 Menedžerji/menedžerke v hotelirstvu";"Moški";"Povpreèje";"2011";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Moški";"Povpreèje";"2012";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Moški";"Povpreèje";"2013";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Moški";"Povpreèje";"2014";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Moški";"Povpreèje";"2015";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Moški";"Povpreèje";"2016";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Moški";"Povpreèje";"2017";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Moški";"Povpreèje";"2018";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Moški";"Povpreèje";"2019";2149
"1411 Menedžerji/menedžerke v hotelirstvu";"Ženske";"Povpreèje";"2011";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Ženske";"Povpreèje";"2012";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Ženske";"Povpreèje";"2013";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Ženske";"Povpreèje";"2014";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Ženske";"Povpreèje";"2015";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Ženske";"Povpreèje";"2016";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Ženske";"Povpreèje";"2017";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Ženske";"Povpreèje";"2018";-
"1411 Menedžerji/menedžerke v hotelirstvu";"Ženske";"Povpreèje";"2019";1835
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Moški";"Povpreèje";"2011";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Moški";"Povpreèje";"2012";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Moški";"Povpreèje";"2013";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Moški";"Povpreèje";"2014";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Moški";"Povpreèje";"2015";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Moški";"Povpreèje";"2016";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Moški";"Povpreèje";"2017";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Moški";"Povpreèje";"2018";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Moški";"Povpreèje";"2019";1591
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Ženske";"Povpreèje";"2011";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Ženske";"Povpreèje";"2012";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Ženske";"Povpreèje";"2013";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Ženske";"Povpreèje";"2014";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Ženske";"Povpreèje";"2015";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Ženske";"Povpreèje";"2016";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Ženske";"Povpreèje";"2017";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Ženske";"Povpreèje";"2018";-
"1412 Menedžerji/menedžerke v restavracijah in podobnih gostinskih obratih";"Ženske";"Povpreèje";"2019";1503
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Moški";"Povpreèje";"2011";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Moški";"Povpreèje";"2012";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Moški";"Povpreèje";"2013";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Moški";"Povpreèje";"2014";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Moški";"Povpreèje";"2015";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Moški";"Povpreèje";"2016";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Moški";"Povpreèje";"2017";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Moški";"Povpreèje";"2018";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Moški";"Povpreèje";"2019";2530
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Ženske";"Povpreèje";"2011";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Ženske";"Povpreèje";"2012";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Ženske";"Povpreèje";"2013";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Ženske";"Povpreèje";"2014";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Ženske";"Povpreèje";"2015";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Ženske";"Povpreèje";"2016";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Ženske";"Povpreèje";"2017";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Ženske";"Povpreèje";"2018";-
"142 Menedžerji/menedžerke v trgovini na drobno in v trgovini na debelo";"Ženske";"Povpreèje";"2019";2264
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Moški";"Povpreèje";"2011";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Moški";"Povpreèje";"2012";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Moški";"Povpreèje";"2013";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Moški";"Povpreèje";"2014";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Moški";"Povpreèje";"2015";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Moški";"Povpreèje";"2016";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Moški";"Povpreèje";"2017";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Moški";"Povpreèje";"2018";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Moški";"Povpreèje";"2019";2530
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Ženske";"Povpreèje";"2011";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Ženske";"Povpreèje";"2012";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Ženske";"Povpreèje";"2013";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Ženske";"Povpreèje";"2014";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Ženske";"Povpreèje";"2015";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Ženske";"Povpreèje";"2016";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Ženske";"Povpreèje";"2017";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Ženske";"Povpreèje";"2018";-
"1420 Menedžerji/menedžerke v trgovini na drobno in trgovini na debelo";"Ženske";"Povpreèje";"2019";2264
"143 Menedžerji/menedžerke v drugih storitvah";"Moški";"Povpreèje";"2011";-
"143 Menedžerji/menedžerke v drugih storitvah";"Moški";"Povpreèje";"2012";-
"143 Menedžerji/menedžerke v drugih storitvah";"Moški";"Povpreèje";"2013";-
"143 Menedžerji/menedžerke v drugih storitvah";"Moški";"Povpreèje";"2014";-
"143 Menedžerji/menedžerke v drugih storitvah";"Moški";"Povpreèje";"2015";-
"143 Menedžerji/menedžerke v drugih storitvah";"Moški";"Povpreèje";"2016";-
"143 Menedžerji/menedžerke v drugih storitvah";"Moški";"Povpreèje";"2017";-
"143 Menedžerji/menedžerke v drugih storitvah";"Moški";"Povpreèje";"2018";-
"143 Menedžerji/menedžerke v drugih storitvah";"Moški";"Povpreèje";"2019";2040
"143 Menedžerji/menedžerke v drugih storitvah";"Ženske";"Povpreèje";"2011";-
"143 Menedžerji/menedžerke v drugih storitvah";"Ženske";"Povpreèje";"2012";-
"143 Menedžerji/menedžerke v drugih storitvah";"Ženske";"Povpreèje";"2013";-
"143 Menedžerji/menedžerke v drugih storitvah";"Ženske";"Povpreèje";"2014";-
"143 Menedžerji/menedžerke v drugih storitvah";"Ženske";"Povpreèje";"2015";-
"143 Menedžerji/menedžerke v drugih storitvah";"Ženske";"Povpreèje";"2016";-
"143 Menedžerji/menedžerke v drugih storitvah";"Ženske";"Povpreèje";"2017";-
"143 Menedžerji/menedžerke v drugih storitvah";"Ženske";"Povpreèje";"2018";-
"143 Menedžerji/menedžerke v drugih storitvah";"Ženske";"Povpreèje";"2019";1844
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Moški";"Povpreèje";"2011";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Moški";"Povpreèje";"2012";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Moški";"Povpreèje";"2013";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Moški";"Povpreèje";"2014";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Moški";"Povpreèje";"2015";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Moški";"Povpreèje";"2016";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Moški";"Povpreèje";"2017";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Moški";"Povpreèje";"2018";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Moški";"Povpreèje";"2019";2170
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Ženske";"Povpreèje";"2011";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Ženske";"Povpreèje";"2012";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Ženske";"Povpreèje";"2013";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Ženske";"Povpreèje";"2014";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Ženske";"Povpreèje";"2015";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Ženske";"Povpreèje";"2016";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Ženske";"Povpreèje";"2017";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Ženske";"Povpreèje";"2018";-
"1431 Menedžerji/menedžerke športnih, rekreativnih in razvedrilnih centrov";"Ženske";"Povpreèje";"2019";1831
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Moški";"Povpreèje";"2011";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Moški";"Povpreèje";"2012";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Moški";"Povpreèje";"2013";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Moški";"Povpreèje";"2014";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Moški";"Povpreèje";"2015";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Moški";"Povpreèje";"2016";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Moški";"Povpreèje";"2017";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Moški";"Povpreèje";"2018";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Moški";"Povpreèje";"2019";1852
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Ženske";"Povpreèje";"2011";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Ženske";"Povpreèje";"2012";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Ženske";"Povpreèje";"2013";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Ženske";"Povpreèje";"2014";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Ženske";"Povpreèje";"2015";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Ženske";"Povpreèje";"2016";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Ženske";"Povpreèje";"2017";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Ženske";"Povpreèje";"2018";-
"1432 Menedžerji/menedžerke turistiènih in potovalnih agencij";"Ženske";"Povpreèje";"2019";1564
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Moški";"Povpreèje";"2011";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Moški";"Povpreèje";"2012";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Moški";"Povpreèje";"2013";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Moški";"Povpreèje";"2014";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Moški";"Povpreèje";"2015";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Moški";"Povpreèje";"2016";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Moški";"Povpreèje";"2017";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Moški";"Povpreèje";"2018";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Moški";"Povpreèje";"2019";2039
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Ženske";"Povpreèje";"2011";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Ženske";"Povpreèje";"2012";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Ženske";"Povpreèje";"2013";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Ženske";"Povpreèje";"2014";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Ženske";"Povpreèje";"2015";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Ženske";"Povpreèje";"2016";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Ženske";"Povpreèje";"2017";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Ženske";"Povpreèje";"2018";-
"1439 Menedžerji/menedžerke v drugih storitvah, d.n.";"Ženske";"Povpreèje";"2019";1908
"2 STROKOVNJAKI";"Moški";"Povpreèje";"2011";2552
"2 STROKOVNJAKI";"Moški";"Povpreèje";"2012";2534
"2 STROKOVNJAKI";"Moški";"Povpreèje";"2013";2499
"2 STROKOVNJAKI";"Moški";"Povpreèje";"2014";2541
"2 STROKOVNJAKI";"Moški";"Povpreèje";"2015";2563
"2 STROKOVNJAKI";"Moški";"Povpreèje";"2016";2601
"2 STROKOVNJAKI";"Moški";"Povpreèje";"2017";2643
"2 STROKOVNJAKI";"Moški";"Povpreèje";"2018";2711
"2 STROKOVNJAKI";"Moški";"Povpreèje";"2019";2807
"2 STROKOVNJAKI";"Ženske";"Povpreèje";"2011";2200
"2 STROKOVNJAKI";"Ženske";"Povpreèje";"2012";2172
"2 STROKOVNJAKI";"Ženske";"Povpreèje";"2013";2126
"2 STROKOVNJAKI";"Ženske";"Povpreèje";"2014";2166
"2 STROKOVNJAKI";"Ženske";"Povpreèje";"2015";2161
"2 STROKOVNJAKI";"Ženske";"Povpreèje";"2016";2200
"2 STROKOVNJAKI";"Ženske";"Povpreèje";"2017";2243
"2 STROKOVNJAKI";"Ženske";"Povpreèje";"2018";2273
"2 STROKOVNJAKI";"Ženske";"Povpreèje";"2019";2372
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Moški";"Povpreèje";"2011";2395
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Moški";"Povpreèje";"2012";2411
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Moški";"Povpreèje";"2013";2389
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Moški";"Povpreèje";"2014";2448
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Moški";"Povpreèje";"2015";2465
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Moški";"Povpreèje";"2016";2507
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Moški";"Povpreèje";"2017";2529
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Moški";"Povpreèje";"2018";2598
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Moški";"Povpreèje";"2019";2681
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Ženske";"Povpreèje";"2011";2155
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Ženske";"Povpreèje";"2012";2167
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Ženske";"Povpreèje";"2013";2169
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Ženske";"Povpreèje";"2014";2216
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Ženske";"Povpreèje";"2015";2237
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Ženske";"Povpreèje";"2016";2255
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Ženske";"Povpreèje";"2017";2281
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Ženske";"Povpreèje";"2018";2306
"21 Strokovnjaki matematièno-naravoslovnih in tehnièno–tehnoloških ved";"Ženske";"Povpreèje";"2019";2388
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Moški";"Povpreèje";"2011";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Moški";"Povpreèje";"2012";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Moški";"Povpreèje";"2013";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Moški";"Povpreèje";"2014";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Moški";"Povpreèje";"2015";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Moški";"Povpreèje";"2016";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Moški";"Povpreèje";"2017";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Moški";"Povpreèje";"2018";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Moški";"Povpreèje";"2019";3113
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Ženske";"Povpreèje";"2011";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Ženske";"Povpreèje";"2012";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Ženske";"Povpreèje";"2013";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Ženske";"Povpreèje";"2014";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Ženske";"Povpreèje";"2015";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Ženske";"Povpreèje";"2016";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Ženske";"Povpreèje";"2017";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Ženske";"Povpreèje";"2018";-
"211 Strokovnjaki/strokovnjakinje fizikalnih in zemeljskih ved";"Ženske";"Povpreèje";"2019";2907
"2111 Fiziki/fizièarke in astronomi/astronomke";"Moški";"Povpreèje";"2011";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Moški";"Povpreèje";"2012";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Moški";"Povpreèje";"2013";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Moški";"Povpreèje";"2014";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Moški";"Povpreèje";"2015";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Moški";"Povpreèje";"2016";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Moški";"Povpreèje";"2017";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Moški";"Povpreèje";"2018";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Moški";"Povpreèje";"2019";3016
"2111 Fiziki/fizièarke in astronomi/astronomke";"Ženske";"Povpreèje";"2011";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Ženske";"Povpreèje";"2012";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Ženske";"Povpreèje";"2013";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Ženske";"Povpreèje";"2014";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Ženske";"Povpreèje";"2015";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Ženske";"Povpreèje";"2016";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Ženske";"Povpreèje";"2017";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Ženske";"Povpreèje";"2018";-
"2111 Fiziki/fizièarke in astronomi/astronomke";"Ženske";"Povpreèje";"2019";2678
"2112 Meteorologi/meteorologinje";"Moški";"Povpreèje";"2011";-
"2112 Meteorologi/meteorologinje";"Moški";"Povpreèje";"2012";-
"2112 Meteorologi/meteorologinje";"Moški";"Povpreèje";"2013";-
"2112 Meteorologi/meteorologinje";"Moški";"Povpreèje";"2014";-
"2112 Meteorologi/meteorologinje";"Moški";"Povpreèje";"2015";-
"2112 Meteorologi/meteorologinje";"Moški";"Povpreèje";"2016";-
"2112 Meteorologi/meteorologinje";"Moški";"Povpreèje";"2017";-
"2112 Meteorologi/meteorologinje";"Moški";"Povpreèje";"2018";-
"2112 Meteorologi/meteorologinje";"Moški";"Povpreèje";"2019";2695
"2112 Meteorologi/meteorologinje";"Ženske";"Povpreèje";"2011";-
"2112 Meteorologi/meteorologinje";"Ženske";"Povpreèje";"2012";-
"2112 Meteorologi/meteorologinje";"Ženske";"Povpreèje";"2013";-
"2112 Meteorologi/meteorologinje";"Ženske";"Povpreèje";"2014";-
"2112 Meteorologi/meteorologinje";"Ženske";"Povpreèje";"2015";-
"2112 Meteorologi/meteorologinje";"Ženske";"Povpreèje";"2016";-
"2112 Meteorologi/meteorologinje";"Ženske";"Povpreèje";"2017";-
"2112 Meteorologi/meteorologinje";"Ženske";"Povpreèje";"2018";-
"2112 Meteorologi/meteorologinje";"Ženske";"Povpreèje";"2019";2178
"2113 Kemiki/kemièarke";"Moški";"Povpreèje";"2011";-
"2113 Kemiki/kemièarke";"Moški";"Povpreèje";"2012";-
"2113 Kemiki/kemièarke";"Moški";"Povpreèje";"2013";-
"2113 Kemiki/kemièarke";"Moški";"Povpreèje";"2014";-
"2113 Kemiki/kemièarke";"Moški";"Povpreèje";"2015";-
"2113 Kemiki/kemièarke";"Moški";"Povpreèje";"2016";-
"2113 Kemiki/kemièarke";"Moški";"Povpreèje";"2017";-
"2113 Kemiki/kemièarke";"Moški";"Povpreèje";"2018";-
"2113 Kemiki/kemièarke";"Moški";"Povpreèje";"2019";3322
"2113 Kemiki/kemièarke";"Ženske";"Povpreèje";"2011";-
"2113 Kemiki/kemièarke";"Ženske";"Povpreèje";"2012";-
"2113 Kemiki/kemièarke";"Ženske";"Povpreèje";"2013";-
"2113 Kemiki/kemièarke";"Ženske";"Povpreèje";"2014";-
"2113 Kemiki/kemièarke";"Ženske";"Povpreèje";"2015";-
"2113 Kemiki/kemièarke";"Ženske";"Povpreèje";"2016";-
"2113 Kemiki/kemièarke";"Ženske";"Povpreèje";"2017";-
"2113 Kemiki/kemièarke";"Ženske";"Povpreèje";"2018";-
"2113 Kemiki/kemièarke";"Ženske";"Povpreèje";"2019";3002
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Moški";"Povpreèje";"2011";-
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Moški";"Povpreèje";"2012";-
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Moški";"Povpreèje";"2013";-
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Moški";"Povpreèje";"2014";-
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Moški";"Povpreèje";"2015";-
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Moški";"Povpreèje";"2016";-
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Moški";"Povpreèje";"2017";-
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Moški";"Povpreèje";"2018";-
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Moški";"Povpreèje";"2019";2644
"2114 Geologi/geologinje in geofiziki/geofizièarke";"Ženske";"Povpreèje";"2011";-
